"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"11369",2006,"Widowed",69,"White","Not applicable","Other party","Protestant","Am baptist asso",2
"11370",2006,"Never married",34,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"11371",2006,"Divorced",46,"White","$25000 or more","Ind,near dem","Protestant","No denomination",NA
"11372",2006,"Divorced",54,"Other","$25000 or more","Other party","Catholic","Not applicable",NA
"11373",2006,"Never married",23,"White","$25000 or more","Not str republican","Christian","No denomination",1
"11374",2006,"Married",60,"Other","$25000 or more","Independent","Protestant","Other",NA
"11375",2006,"Married",46,"White","Refused","Ind,near rep","Catholic","Not applicable",NA
"11376",2006,"Divorced",54,"White","$25000 or more","Not str republican","Protestant","Other",3
"11377",2006,"Married",47,"White","$25000 or more","Independent","Protestant","No denomination",NA
"11378",2006,"Married",69,"White","Lt $1000","Not str republican","Protestant","Episcopal",4
"11379",2006,"Separated",35,"Other","$4000 to 4999","Not str democrat","None","Not applicable",0
"11380",2006,"Married",35,"Other","$25000 or more","Independent","None","Not applicable",NA
"11381",2006,"Divorced",44,"White","$25000 or more","Not str democrat","Protestant","Other",2
"11382",2006,"Married",37,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11383",2006,"Married",25,"White","$15000 - 19999","Not str republican","Protestant","Other",NA
"11384",2006,"Married",49,"White","$15000 - 19999","Not str republican","Protestant","Baptist-dk which",2
"11385",2006,"Married",36,"White","Not applicable","Independent","Protestant","United methodist",NA
"11386",2006,"Married",51,"White","$25000 or more","Independent","None","Not applicable",NA
"11387",2006,"Married",42,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"11388",2006,"Divorced",75,"White","Not applicable","Strong democrat","Protestant","Lutheran-mo synod",NA
"11389",2006,"Never married",43,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11390",2006,"Widowed",85,"White","Not applicable","Strong democrat","Other","Not applicable",NA
"11391",2006,"Widowed",79,"White","Not applicable","Not str democrat","Protestant","Southern baptist",NA
"11392",2006,"Divorced",48,"White","$25000 or more","Other party","None","Not applicable",NA
"11393",2006,"Divorced",54,"White","$25000 or more","Not str democrat","None","Not applicable",NA
"11394",2006,"Widowed",76,"White","Not applicable","Strong republican","Protestant","Other",4
"11395",2006,"Divorced",25,"White","$20000 - 24999","Not str republican","None","Not applicable",6
"11396",2006,"Widowed",75,"White","Not applicable","Independent","Protestant","Other",NA
"11397",2006,"Married",34,"Other","$25000 or more","Independent","None","Not applicable",1
"11398",2006,"Married",38,"White","Not applicable","Independent","Protestant","Other",NA
"11399",2006,"Widowed",81,"White","Not applicable","Not str democrat","Protestant","Presbyterian-dk wh",5
"11400",2006,"Married",33,"White","$25000 or more","Strong republican","Protestant","Other",NA
"11401",2006,"Married",60,"White","Not applicable","Independent","Protestant","Lutheran-mo synod",NA
"11402",2006,"Married",42,"White","$25000 or more","Independent","None","Not applicable",NA
"11403",2006,"Divorced",54,"White","Not applicable","Not str democrat","Catholic","Not applicable",3
"11404",2006,"Married",59,"White","$25000 or more","Not str republican","Protestant","Other",2
"11405",2006,"Married",68,"White","$6000 to 6999","Not str republican","None","Not applicable",NA
"11406",2006,"Married",31,"White","$25000 or more","Not str democrat","Protestant","Other baptists",2
"11407",2006,"Married",41,"White","$25000 or more","Strong republican","Protestant","Am baptist asso",2
"11408",2006,"Never married",71,"White","Not applicable","Independent","Protestant","Presbyterian c in us",1
"11409",2006,"Never married",60,"White","$4000 to 4999","Ind,near dem","Protestant","No denomination",NA
"11410",2006,"Widowed",83,"White","Not applicable","Ind,near dem","Protestant","Other",2
"11411",2006,"Divorced",36,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",NA
"11412",2006,"Separated",62,"White","$20000 - 24999","Independent","Protestant","Other baptists",NA
"11413",2006,"Married",36,"Other","Refused","Independent","Catholic","Not applicable",2
"11414",2006,"Separated",55,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
"11415",2006,"Married",32,"Other","$20000 - 24999","Independent","Catholic","Not applicable",NA
"11416",2006,"Never married",27,"White","$15000 - 19999","Independent","None","Not applicable",NA
"11417",2006,"Divorced",23,"Other","Not applicable","Ind,near rep","Protestant","Other",NA
"11418",2006,"Divorced",51,"White","$25000 or more","Ind,near rep","None","Not applicable",2
"11419",2006,"Never married",22,"White","$10000 - 14999","Independent","None","Not applicable",4
"11420",2006,"Never married",23,"White","Not applicable","Independent","None","Not applicable",NA
"11421",2006,"Widowed",67,"White","Not applicable","Ind,near dem","None","Not applicable",8
"11422",2006,"Married",29,"Other","$25000 or more","Not str democrat","Protestant","No denomination",NA
"11423",2006,"Widowed",76,"White","Not applicable","Not str democrat","Protestant","Lutheran-dk which",NA
"11424",2006,"Married",27,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"11425",2006,"Divorced",51,"White","$25000 or more","Independent","Protestant","No denomination",NA
"11426",2006,"Never married",21,"White","Not applicable","Not str republican","Protestant","Lutheran-dk which",3
"11427",2006,"Widowed",89,"White","Not applicable","Strong republican","Protestant","United pres ch in us",0
"11428",2006,"Married",25,"White","$25000 or more","Not str democrat","Jewish","Not applicable",1
"11429",2006,"Divorced",61,"White","$25000 or more","Not str republican","Protestant","Other",NA
"11430",2006,"Married",77,"White","Not applicable","Not str democrat","None","Not applicable",NA
"11431",2006,"Married",30,"White","$20000 - 24999","Ind,near rep","None","Not applicable",1
"11432",2006,"Divorced",58,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"11433",2006,"Married",49,"White","$25000 or more","Not str democrat","Protestant","Presbyterian-dk wh",NA
"11434",2006,"Divorced",70,"White","Not applicable","Strong democrat","Protestant","Other",NA
"11435",2006,"Divorced",46,"White","$25000 or more","Strong democrat","Catholic","Not applicable",2
"11436",2006,"Divorced",75,"White","Not applicable","Not str democrat","None","Not applicable",NA
"11437",2006,"Never married",25,"White","$20000 - 24999","Not str democrat","Christian","No denomination",NA
"11438",2006,"Never married",27,"White","$20000 - 24999","Strong democrat","None","Not applicable",NA
"11439",2006,"Married",41,"Other","$25000 or more","Strong democrat","None","Not applicable",1
"11440",2006,"Never married",67,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
"11441",2006,"Divorced",60,"White","$25000 or more","Strong democrat","Protestant","United methodist",NA
"11442",2006,"Married",56,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
"11443",2006,"Never married",25,"White","Not applicable","Not str democrat","None","Not applicable",2
"11444",2006,"Widowed",89,"White","Not applicable","Strong democrat","Protestant","Other",5
"11445",2006,"Widowed",67,"White","Not applicable","Not str democrat","Protestant","No denomination",2
"11446",2006,"Married",55,"White","Not applicable","Independent","None","Not applicable",NA
"11447",2006,"Divorced",40,"White","Not applicable","Strong republican","Protestant","Other",NA
"11448",2006,"Married",34,"Other","$25000 or more","Not str republican","Protestant","Other",NA
"11449",2006,"Married",73,"White","Not applicable","Ind,near rep","Protestant","Baptist-dk which",3
"11450",2006,"Married",34,"White","$25000 or more","Not str republican","None","Not applicable",2
"11451",2006,"Married",56,"White","$25000 or more","Strong democrat","Protestant","Other",1
"11452",2006,"Married",33,"Other","$25000 or more","Ind,near dem","Protestant","Other",NA
"11453",2006,"Married",36,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"11454",2006,"Married",44,"Other","$25000 or more","Strong democrat","Protestant","Other",NA
"11455",2006,"Married",69,"White","Not applicable","Strong republican","Protestant","Other",NA
"11456",2006,"Married",23,"Other","$10000 - 14999","Ind,near dem","Catholic","Not applicable",NA
"11457",2006,"Married",53,"White","Don't know","Independent","None","Not applicable",NA
"11458",2006,"Married",44,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"11459",2006,"Divorced",43,"White","Not applicable","Independent","Protestant","United methodist",NA
"11460",2006,"Married",26,"White","$5000 to 5999","Ind,near rep","Protestant","Other",NA
"11461",2006,"Divorced",51,"White","Not applicable","Independent","Protestant","Other",13
"11462",2006,"Divorced",40,"Other","Lt $1000","Independent","None","Not applicable",NA
"11463",2006,"Divorced",51,"White","Not applicable","Not str democrat","Protestant","No denomination",NA
"11464",2006,"Never married",21,"White","$1000 to 2999","Ind,near rep","Protestant","Other",NA
"11465",2006,"Married",48,"White","$25000 or more","Ind,near dem","Protestant","United pres ch in us",0
"11466",2006,"Never married",21,"White","$10000 - 14999","Ind,near dem","None","Not applicable",3
"11467",2006,"Married",63,"Other","$15000 - 19999","Independent","Catholic","Not applicable",NA
"11468",2006,"Divorced",29,"Other","Don't know","Not str democrat","Catholic","Not applicable",2
"11469",2006,"Married",32,"White","$25000 or more","Strong republican","Protestant","Other",2
"11470",2006,"Married",67,"White","Not applicable","Strong democrat","Protestant","United methodist",NA
"11471",2006,"Married",82,"White","Lt $1000","Strong republican","Protestant","Other",NA
"11472",2006,"Widowed",89,"White","Not applicable","Not str democrat","Protestant","United methodist",NA
"11473",2006,"Married",60,"White","Don't know","Strong democrat","Protestant","No denomination",NA
"11474",2006,"Never married",63,"White","Not applicable","Strong democrat","Protestant","Other",3
"11475",2006,"Married",44,"White","$25000 or more","Not str democrat","Protestant","Methodist-dk which",NA
"11476",2006,"Married",56,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"11477",2006,"Married",47,"White","$25000 or more","Not str democrat","Protestant","Episcopal",NA
"11478",2006,"Never married",29,"White","$20000 - 24999","Ind,near dem","Christian","No denomination",NA
"11479",2006,"Divorced",43,"Black","$25000 or more","Strong democrat","Catholic","Not applicable",1
"11480",2006,"Never married",26,"White","Not applicable","Strong democrat","None","Not applicable",4
"11481",2006,"Divorced",60,"White","Not applicable","Ind,near dem","Christian","No denomination",3
"11482",2006,"Divorced",34,"White","$3000 to 3999","Strong democrat","None","Not applicable",1
"11483",2006,"Divorced",42,"White","$25000 or more","Ind,near dem","None","Not applicable",2
"11484",2006,"Married",55,"White","$25000 or more","Not str democrat","Catholic","Not applicable",3
"11485",2006,"Never married",35,"Other","$25000 or more","Ind,near rep","None","Not applicable",NA
"11486",2006,"Widowed",84,"White","Not applicable","Ind,near dem","None","Not applicable",NA
"11487",2006,"Married",47,"White","$25000 or more","Ind,near rep","Protestant","No denomination",NA
"11488",2006,"Married",42,"White","$25000 or more","Other party","Protestant","Other",2
"11489",2006,"Married",47,"White","Not applicable","Not str republican","Protestant","Evangelical luth",NA
"11490",2006,"Married",37,"White","$25000 or more","Strong republican","Protestant","No denomination",1
"11491",2006,"Married",46,"White","$25000 or more","Independent","None","Not applicable",NA
"11492",2006,"Married",50,"White","Refused","Not str republican","Protestant","Luth ch in america",NA
"11493",2006,"Never married",21,"White","$15000 - 19999","Not str republican","Protestant","Other",3
"11494",2006,"Married",56,"White","Not applicable","Not str republican","Protestant","Episcopal",2
"11495",2006,"Never married",26,"White","$20000 - 24999","Not str democrat","Protestant","Presbyterian, merged",NA
"11496",2006,"Married",37,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",2
"11497",2006,"Married",64,"White","Not applicable","Strong republican","None","Not applicable",4
"11498",2006,"Married",53,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"11499",2006,"Married",70,"White","No answer","Strong republican","Protestant","Baptist-dk which",NA
"11500",2006,"Divorced",42,"White","$5000 to 5999","Not str republican","Protestant","Other",3
"11501",2006,"Married",43,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
"11502",2006,"Divorced",43,"White","$25000 or more","Not str republican","Protestant","Presbyterian-dk wh",NA
"11503",2006,"Divorced",37,"White","$25000 or more","Not str republican","Christian","No denomination",NA
"11504",2006,"Married",31,"White","$25000 or more","Ind,near rep","Protestant","United methodist",2
"11505",2006,"Never married",43,"Other","$25000 or more","Strong republican","Protestant","Other",NA
"11506",2006,"Divorced",70,"White","Not applicable","Strong republican","Protestant","Lutheran-dk which",2
"11507",2006,"Married",38,"White","Not applicable","Strong democrat","None","Not applicable",4
"11508",2006,"Married",26,"White","Not applicable","Strong republican","Protestant","Other",1
"11509",2006,"Divorced",65,"White","Not applicable","Ind,near dem","Protestant","Other",6
"11510",2006,"Never married",49,"White","Not applicable","Not str democrat","Protestant","Other",5
"11511",2006,"Married",27,"White","Not applicable","Strong republican","Protestant","Other",1
"11512",2006,"Married",29,"White","Not applicable","Ind,near rep","None","Not applicable",NA
"11513",2006,"Divorced",24,"White","Not applicable","Independent","Catholic","Not applicable",4
"11514",2006,"Married",54,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
"11515",2006,"Never married",42,"White","$25000 or more","Not str republican","Protestant","No denomination",3
"11516",2006,"Married",30,"White","Not applicable","Ind,near rep","None","Not applicable",NA
"11517",2006,"Never married",47,"White","$10000 - 14999","Ind,near dem","Protestant","United methodist",NA
"11518",2006,"Married",48,"White","$25000 or more","Independent","Protestant","Presbyterian-dk wh",NA
"11519",2006,"Divorced",71,"White","$15000 - 19999","Not str republican","Catholic","Not applicable",5
"11520",2006,"Married",37,"White","$25000 or more","Independent","Catholic","Not applicable",NA
"11521",2006,"Never married",24,"White","Not applicable","Not str republican","None","Not applicable",3
"11522",2006,"Never married",46,"White","$15000 - 19999","Ind,near dem","None","Not applicable",NA
"11523",2006,"Married",46,"White","$20000 - 24999","Not str democrat","Catholic","Not applicable",3
"11524",2006,"Never married",19,"White","Not applicable","Ind,near rep","None","Not applicable",1
"11525",2006,"Married",79,"White","Not applicable","Not str republican","Protestant","No denomination",4
"11526",2006,"Never married",34,"White","$25000 or more","Not str republican","Catholic","Not applicable",2
"11527",2006,"Married",49,"White","$25000 or more","Not str democrat","Protestant","Other",2
"11528",2006,"Divorced",42,"White","$15000 - 19999","Not str republican","Protestant","United methodist",1
"11529",2006,"No answer",63,"White","No answer","Strong democrat","None","Not applicable",NA
"11530",2006,"Never married",36,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"11531",2006,"Never married",25,"White","$25000 or more","Strong democrat","Jewish","Not applicable",0
"11532",2006,"Married",24,"White","$8000 to 9999","Ind,near dem","Protestant","No denomination",1
"11533",2006,"Divorced",66,"White","Not applicable","Ind,near rep","None","Not applicable",5
"11534",2006,"Never married",21,"White","$15000 - 19999","Ind,near rep","None","Not applicable",NA
"11535",2006,"Widowed",84,"White","Not applicable","Strong republican","Christian","No denomination",NA
"11536",2006,"Never married",39,"White","Not applicable","Not str democrat","None","Not applicable",NA
"11537",2006,"Never married",36,"White","$25000 or more","Strong democrat","None","Not applicable",1
"11538",2006,"Divorced",57,"White","$25000 or more","Ind,near dem","Protestant","No denomination",NA
"11539",2006,"Never married",36,"White","$10000 - 14999","Ind,near dem","None","Not applicable",NA
"11540",2006,"Married",21,"Other","$10000 - 14999","Ind,near dem","Catholic","Not applicable",4
"11541",2006,"Widowed",89,"White","Not applicable","Not str democrat","None","Not applicable",2
"11542",2006,"Never married",40,"White","$25000 or more","Strong republican","Protestant","No denomination",NA
"11543",2006,"Widowed",55,"White","$10000 - 14999","Not str democrat","Protestant","Other baptists",NA
"11544",2006,"Divorced",34,"Other","Not applicable","Ind,near rep","None","Not applicable",NA
"11545",2006,"Never married",48,"White","$25000 or more","Ind,near dem","Protestant","Methodist-dk which",3
"11546",2006,"Divorced",44,"White","Not applicable","Independent","Protestant","Baptist-dk which",NA
"11547",2006,"Married",32,"White","Not applicable","Independent","Protestant","Presbyterian-dk wh",10
"11548",2006,"Widowed",81,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",NA
"11549",2006,"Married",60,"White","Refused","Independent","Protestant","No denomination",NA
"11550",2006,"Married",49,"White","No answer","Independent","None","Not applicable",NA
"11551",2006,"Divorced",45,"Black","Not applicable","Other party","Other","Not applicable",2
"11552",2006,"Never married",32,"White","Not applicable","Strong democrat","Protestant","Other",NA
"11553",2006,"Married",75,"White","Not applicable","Not str republican","Protestant","No denomination",2
"11554",2006,"Married",27,"Other","Don't know","Independent","Catholic","Not applicable",NA
"11555",2006,"Married",52,"Other","$25000 or more","Strong democrat","Catholic","Not applicable",NA
"11556",2006,"Married",27,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
"11557",2006,"Never married",29,"Other","$15000 - 19999","Ind,near dem","Catholic","Not applicable",NA
"11558",2006,"Never married",22,"Other","$5000 to 5999","Not str republican","Catholic","Not applicable",5
"11559",2006,"Married",44,"Other","Refused","Independent","Catholic","Not applicable",NA
"11560",2006,"Married",61,"Other","$20000 - 24999","Strong democrat","Catholic","Not applicable",2
"11561",2006,"Separated",70,"Other","Don't know","Independent","Catholic","Not applicable",NA
"11562",2006,"Married",50,"Other","$25000 or more","Independent","Catholic","Not applicable",NA
"11563",2006,"Married",61,"White","Not applicable","Strong republican","Christian","No denomination",NA
"11564",2006,"Married",29,"White","$10000 - 14999","Strong democrat","Catholic","Not applicable",5
"11565",2006,"Never married",54,"White","$20000 - 24999","Strong republican","Catholic","Not applicable",NA
"11566",2006,"Divorced",54,"Other","Not applicable","Independent","Protestant","Other",NA
"11567",2006,"Married",76,"White","Not applicable","Not str republican","Catholic","Not applicable",5
"11568",2006,"Married",32,"Other","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11569",2006,"Never married",47,"White","Not applicable","Strong democrat","Protestant","Southern baptist",NA
"11570",2006,"Married",29,"White","$10000 - 14999","Not str democrat","Protestant","Other",2
"11571",2006,"Never married",23,"White","$10000 - 14999","Independent","None","Not applicable",NA
"11572",2006,"Married",42,"Other","$5000 to 5999","Not str democrat","Catholic","Not applicable",NA
"11573",2006,"Married",37,"Other","$25000 or more","Independent","Hinduism","Not applicable",3
"11574",2006,"Never married",68,"Other","Not applicable","Not str democrat","Orthodox-christian","Not applicable",NA
"11575",2006,"Married",42,"White","$25000 or more","Not str republican","None","Not applicable",NA
"11576",2006,"Married",28,"White","$15000 - 19999","Independent","None","Not applicable",1
"11577",2006,"Divorced",45,"White","$10000 - 14999","Not str republican","Protestant","No denomination",2
"11578",2006,"Divorced",44,"White","Not applicable","Ind,near rep","Protestant","Other",NA
"11579",2006,"Widowed",69,"White","Not applicable","Not str democrat","Protestant","No denomination",NA
"11580",2006,"Married",45,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",NA
"11581",2006,"Married",40,"Other","$25000 or more","Ind,near dem","Protestant","Presbyterian-dk wh",NA
"11582",2006,"Never married",21,"White","Not applicable","Strong republican","Protestant","No denomination",0
"11583",2006,"Never married",21,"Other","$7000 to 7999","Strong republican","Christian","No denomination",NA
"11584",2006,"Married",62,"White","$25000 or more","Strong democrat","None","Not applicable",NA
"11585",2006,"Married",50,"White","$25000 or more","Ind,near rep","Christian","No denomination",NA
"11586",2006,"Married",36,"White","Lt $1000","Independent","None","Not applicable",2
"11587",2006,"Divorced",29,"Other","$25000 or more","Not str republican","Protestant","Other",1
"11588",2006,"Never married",71,"White","Not applicable","Not str republican","None","Not applicable",6
"11589",2006,"Married",41,"White","$25000 or more","Strong republican","Protestant","Other",1
"11590",2006,"Married",50,"White","$25000 or more","Not str republican","Catholic","Not applicable",2
"11591",2006,"Divorced",68,"White","Not applicable","Not str republican","Protestant","United methodist",NA
"11592",2006,"Divorced",45,"White","$25000 or more","Ind,near rep","None","Not applicable",NA
"11593",2006,"Married",38,"White","$25000 or more","Strong republican","None","Not applicable",NA
"11594",2006,"Never married",55,"White","$15000 - 19999","Independent","Catholic","Not applicable",7
"11595",2006,"Widowed",71,"White","Not applicable","Strong republican","Christian","No denomination",4
"11596",2006,"Married",41,"White","Not applicable","Independent","None","Not applicable",NA
"11597",2006,"Married",50,"White","Don't know","Independent","Protestant","Lutheran-dk which",NA
"11598",2006,"Divorced",48,"White","$25000 or more","Independent","Protestant","Presbyterian-dk wh",2
"11599",2006,"Married",29,"White","$25000 or more","Strong republican","Protestant","Other",NA
"11600",2006,"Never married",51,"White","$25000 or more","Not str republican","Jewish","Not applicable",2
"11601",2006,"Never married",22,"White","$3000 to 3999","Other party","Christian","No denomination",NA
"11602",2006,"Divorced",41,"White","$20000 - 24999","Independent","Protestant","Other",NA
"11603",2006,"Never married",20,"Other","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11604",2006,"Never married",50,"White","Not applicable","Independent","Protestant","Other",6
"11605",2006,"No answer",40,"Other","$20000 - 24999","Not str democrat","Protestant","No denomination",NA
"11606",2006,"Married",28,"White","$15000 - 19999","Not str republican","Catholic","Not applicable",2
"11607",2006,"Separated",38,"White","$25000 or more","Independent","Protestant","Other",3
"11608",2006,"Never married",22,"Other","$25000 or more","Independent","Protestant","No denomination",4
"11609",2006,"Separated",54,"Other","$25000 or more","Not str democrat","Protestant","No denomination",2
"11610",2006,"Separated",56,"Other","$25000 or more","Not str democrat","Buddhism","Not applicable",NA
"11611",2006,"Never married",41,"White","$25000 or more","Independent","Protestant","Other",NA
"11612",2006,"Divorced",NA,"White","Not applicable","Independent","Protestant","Other",1
"11613",2006,"Never married",21,"Other","$10000 - 14999","Not str republican","Protestant","Other",3
"11614",2006,"Married",42,"Other","$10000 - 14999","Independent","Catholic","Not applicable",NA
"11615",2006,"Never married",25,"White","$20000 - 24999","Other party","None","Not applicable",5
"11616",2006,"Married",43,"Other","$20000 - 24999","Not str democrat","Protestant","Other",5
"11617",2006,"Divorced",41,"White","$25000 or more","Not str democrat","Buddhism","Not applicable",0
"11618",2006,"Never married",26,"Other","Not applicable","Independent","None","Not applicable",NA
"11619",2006,"Divorced",48,"White","$25000 or more","Independent","None","Not applicable",NA
"11620",2006,"Never married",24,"Other","$3000 to 3999","Not str republican","Buddhism","Not applicable",NA
"11621",2006,"Married",38,"White","$25000 or more","Strong democrat","None","Not applicable",1
"11622",2006,"Married",37,"Other","Lt $1000","Independent","Protestant","No denomination",NA
"11623",2006,"Married",35,"Other","$20000 - 24999","Ind,near dem","Other","Not applicable",NA
"11624",2006,"Married",68,"White","Not applicable","Independent","Catholic","Not applicable",NA
"11625",2006,"Never married",34,"White","$6000 to 6999","Not str democrat","None","Not applicable",NA
"11626",2006,"Married",58,"Other","Not applicable","Strong democrat","Buddhism","Not applicable",NA
"11627",2006,"Never married",23,"White","$4000 to 4999","Ind,near dem","None","Not applicable",0
"11628",2006,"Never married",31,"Other","$20000 - 24999","Ind,near dem","Catholic","Not applicable",NA
"11629",2006,"Married",59,"Other","$25000 or more","Not str democrat","Buddhism","Not applicable",4
"11630",2006,"Never married",78,"Other","Not applicable","Not str democrat","Catholic","Not applicable",6
"11631",2006,"Never married",60,"Other","Not applicable","Independent","Catholic","Not applicable",NA
"11632",2006,"Married",44,"Other","$25000 or more","Strong republican","Catholic","Not applicable",NA
"11633",2006,"Married",46,"Other","$25000 or more","Not str democrat","None","Not applicable",1
"11634",2006,"Married",69,"Other","$1000 to 2999","Ind,near dem","Protestant","Don't know",5
"11635",2006,"Separated",40,"Other","$20000 - 24999","Not str democrat","Christian","No denomination",NA
"11636",2006,"Married",60,"Other","Not applicable","Ind,near dem","None","Not applicable",2
"11637",2006,"Married",51,"Other","$25000 or more","Not str democrat","Buddhism","Not applicable",2
"11638",2006,"Married",60,"Other","$15000 - 19999","Not str democrat","None","Not applicable",5
"11639",2006,"Married",56,"White","$25000 or more","Not str republican","Protestant","Presbyterian, merged",NA
"11640",2006,"Never married",24,"White","Don't know","Independent","Other","Not applicable",0
"11641",2006,"Divorced",35,"Other","$7000 to 7999","Independent","Buddhism","Not applicable",1
"11642",2006,"Married",45,"White","$25000 or more","Not str republican","Catholic","Not applicable",5
"11643",2006,"Married",29,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
"11644",2006,"Married",64,"White","$25000 or more","Not str democrat","None","Not applicable",1
"11645",2006,"Married",67,"White","Not applicable","Ind,near rep","Catholic","Not applicable",NA
"11646",2006,"Married",38,"White","$25000 or more","Not str republican","None","Not applicable",NA
"11647",2006,"Married",47,"White","$25000 or more","Strong democrat","Protestant","United pres ch in us",NA
"11648",2006,"Never married",38,"White","Not applicable","Strong republican","Christian","No denomination",NA
"11649",2006,"Married",53,"White","$25000 or more","Independent","Protestant","United methodist",NA
"11650",2006,"Married",47,"White","Refused","Strong republican","Catholic","Not applicable",NA
"11651",2006,"Married",53,"White","$10000 - 14999","Not str republican","Christian","No denomination",NA
"11652",2006,"Married",62,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"11653",2006,"Married",58,"White","$25000 or more","Ind,near dem","Protestant","Other",NA
"11654",2006,"Married",49,"White","$1000 to 2999","Independent","Catholic","Not applicable",NA
"11655",2006,"Married",57,"White","Not applicable","Strong republican","Catholic","Not applicable",8
"11656",2006,"Married",52,"White","$25000 or more","Strong democrat","Buddhism","Not applicable",NA
"11657",2006,"Married",35,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11658",2006,"Married",65,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"11659",2006,"Divorced",36,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
"11660",2006,"Married",56,"White","Lt $1000","Not str democrat","Catholic","Not applicable",NA
"11661",2006,"Never married",25,"White","Refused","Not str republican","Catholic","Not applicable",NA
"11662",2006,"Never married",29,"White","$25000 or more","Independent","Orthodox-christian","Not applicable",NA
"11663",2006,"Married",27,"White","$25000 or more","Ind,near dem","Protestant","Presbyterian-dk wh",NA
"11664",2006,"Married",62,"White","Not applicable","Strong democrat","None","Not applicable",3
"11665",2006,"Widowed",78,"White","Not applicable","Ind,near rep","Catholic","Not applicable",5
"11666",2006,"Never married",20,"White","$10000 - 14999","Independent","Catholic","Not applicable",NA
"11667",2006,"Married",75,"White","$20000 - 24999","Not str republican","Protestant","Southern baptist",NA
"11668",2006,"Married",52,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"11669",2006,"Married",65,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
"11670",2006,"Widowed",89,"White","Not applicable","Not str democrat","Protestant","Other",2
"11671",2006,"Married",53,"White","Not applicable","Independent","Protestant","Presbyterian-dk wh",NA
"11672",2006,"Divorced",41,"White","$10000 - 14999","Not str democrat","None","Not applicable",NA
"11673",2006,"Married",71,"White","Not applicable","Not str republican","Protestant","Baptist-dk which",2
"11674",2006,"Never married",39,"Black","$10000 - 14999","Ind,near dem","Protestant","Episcopal",10
"11675",2006,"Never married",22,"White","$5000 to 5999","Strong republican","Protestant","Other",0
"11676",2006,"Married",40,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",1
"11677",2006,"Married",80,"White","Not applicable","Strong democrat","None","Not applicable",1
"11678",2006,"Married",42,"White","Don't know","Independent","Catholic","Not applicable",0
"11679",2006,"Separated",68,"White","Not applicable","Independent","Protestant","No denomination",NA
"11680",2006,"Married",59,"White","$25000 or more","Strong republican","Catholic","Not applicable",2
"11681",2006,"Widowed",59,"White","$25000 or more","Ind,near rep","Protestant","No denomination",4
"11682",2006,"Married",75,"White","Not applicable","Ind,near dem","None","Not applicable",1
"11683",2006,"Never married",26,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",2
"11684",2006,"Married",25,"White","$25000 or more","Strong republican","Protestant","Presbyterian-dk wh",4
"11685",2006,"Widowed",68,"White","Not applicable","Not str republican","Protestant","Episcopal",NA
"11686",2006,"Divorced",63,"White","$4000 to 4999","Strong democrat","Protestant","Other",NA
"11687",2006,"Divorced",46,"White","$15000 - 19999","Ind,near rep","None","Not applicable",NA
"11688",2006,"Divorced",61,"White","$1000 to 2999","Strong democrat","Other","Not applicable",NA
"11689",2006,"Widowed",81,"White","Not applicable","Ind,near dem","Protestant","No denomination",3
"11690",2006,"Married",33,"White","$25000 or more","Not str democrat","None","Not applicable",NA
"11691",2006,"Widowed",75,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"11692",2006,"Separated",28,"White","$20000 - 24999","Independent","Christian","No denomination",NA
"11693",2006,"Never married",57,"Other","$8000 to 9999","Strong democrat","Protestant","Baptist-dk which",NA
